,sent0,sent1,label,PP,not_making_sense
650,He put a pillow on the bed,he put an airplane on the bed,1,1079920.3869046173,0.0
651,I hike on surfboards.,I hike on trails.,0,25259479.441316783,1.0
652,He was in the backyard in Minnesota grilling some burgers.,He was in the backyard in Minnesota growing some burgers.,1,1904505.6076896328,0.0
653,Smartphone is a device used for communication,Smartphone is a device used for transportation,1,746669.8303218904,1.0
654,He dried himself with a train ticket,He dried himself with a towel,0,1884129.5908849214,0.0
655,Milk contains alcohol.,Beer contains alcohol.,0,2311515.1407735306,0.0
656,Books are piglets with flowers in their hair,Books are pages with ink printed on them,0,40177192.56011774,1.0
657,She strictly does not allow food into her house,She strictly does not allow alcohol into her house,0,2055194.4873498958,0.0
658,My uncle surfs on the weekends.,My uncle runs over the waters on weekends.,1,953615.53066396,0.0
659,A fish was walking on the roadside,A cat was walking on the roadside,0,10520061.717698507,1.0
660,Pens are for writing,Pens are for painting,1,3975592.82368038,1.0
661,"After driving for fifteen minutes, he turned on the ignition.",He turned on the ignition and drove fast for the next fifteen minutes.,0,1663748.93282405,0.0
662,A television is something that you watch daily.,A television is something that you seat on daily.,1,18795469.868576672,1.0
663,He took the giraffe to the store,He took the fruit basket to the store,0,5528973.294952638,0.0
664,She turned in her homework five years after it was due and got full credit,She turned in her homework before it was due and got full credit,0,3227966.278103697,1.0
665,she put a horse in the washing machine,she put her cloths in the washing machine,0,15272712.431882018,1.0
666,Basketball is played within two teams,Basketball is played with pianos,1,7499515.4406487625,1.0
667,He closed the blinds because it was too bright,He closed the blinds because it was too dark,1,11618445.85729865,0.0
668,Plants need sunlight.,Plants need motor oil.,1,1639256.6223258243,0.0
669,He put a shark into the fridge.,He put the chicken on the fridge.,0,886214.7185360101,0.0
670,she went to buy a toothbrush at a petty shop,she went to buy a toothbrush at a flower shop,1,17239700.464646034,1.0
671,The cat drank milk on the plate.,The cat drank milk in the duck.,1,114293611.49161783,1.0
672,Reading to your children can make them smarter,Reading to your children can make them stronger,1,3525745.747520105,0.0
673,She put her shoes on the stove in the morning.,She put her shoes on in the morning.,0,1948942.7863679735,1.0
674,She taught Spanish to her lilac bush.,She taught Spanish to her children.,0,3998448.501831756,1.0
675,He placed the table on top of the pencil,He placed the pencil on top of the table.,0,5913788.873751885,0.0
676,moms love their children,grandparents don't love their children,1,2871393.2484493703,1.0
677,Her mom braided her hair for school.,Her mom messed up her daughter's hair.,1,2158680.4010758125,1.0
678,My window speaks very well.,My cockatoo speaks very well.,0,1257045.054913874,0.0
679,Jumping is very important.,Reading is very important,0,107996.00039553175,1.0
680,The kid took her mother to the school,The mother took her kid to the school,0,11220933.182841921,1.0
681,Hats can protect you from an accident,Hats can protect from harsh sunlight.,0,1009818.4732295552,0.0
682,he hit the ball over the flag,he hit a helicopter over the flag,1,14511414.298229279,1.0
683,I eat rocks every day for lunch.,I eat a banana every day for lunch.,0,2818069.122327663,0.0
684,The lizard climbed a rock.,The lizard climbed the ocean.,1,22346029.113658555,0.0
685,A grapefruit is bigger than a pumpkin.,A grapefruit is bigger than an orange.,0,38244518.59350158,1.0
686,it snows in winter,it snows in summer,1,562998.1644015579,0.0
687,I was doing my laundry at the library.,I was reading a book at the library.,0,4284492.132723796,1.0
688,The snake feeds on the mice that come through the alleys,The snake sleeps on the mice that come through the alleys,1,27227488.43349068,1.0
689,Friends talk to each other,Friends have to talk to each other every day,1,2294870.168950756,1.0
690,Stepping through the window is the usual way to enter a room.,Stepping through the door is the usual way to enter a room.,0,8379745.052834716,0.0
691,"""When she said """"Go to the store"" she meant the plane had arrived.""","When he said Go down the stairs"" he meant the stairs on the right.""",0,1252192.0671108153,1.0
692,He broke his leg and went to get a burger,He broke his leg and had to get a cast,0,925356.2824472752,0.0
693,People take showers when they feel happy.,People take showers when they feel dirty.,0,26203804.716929574,1.0
694,Ripping a paper in half creates two pieces.,Ripping a paper in half creates six pieces.,1,5241870.454584226,0.0
695,He cut the lawn with his scissors.,He cut the lawn with his power mower.,0,5201077.895074846,0.0
696,Dogs require aluminum to survive.,Dogs require food to survive.,0,14141528.52927026,0.0
697,He combed a bookshelf because it is hairy.,He combed a bookshelf looking for a book.,0,574199.7726672227,0.0
698,He put turkey in oven,There is a man in the oven,1,5820310.9292695355,0.0
699,The car can go the speed of 200MPH,The car can go the speed of light,1,6359441.072707279,1.0
700,He put stone into the fridge.,He put apple into the fridge.,0,2891453.1242281287,1.0
701,books are used to watch a movie,books are used to read and write,0,4034892.537515784,1.0
702,Micheal swam across the pool,Michael swam across the Pacific Ocean,1,3149091.479094002,0.0
703,dinosaurs are alive on earth,human are alive on earth,0,6418867.35349739,1.0
704,I like to drink coffee beans in the morning,I like to drink coffee in the morning,0,976599.5503784899,0.0
705,he put a chair in the basket,he put pepper in the basket,0,8396247.844326813,1.0
706,I put my clothes in the washing machine,I put a dumpling in the washing machine,1,33050117.858018804,1.0
707,Elephant uses its trunk to drink water,Horse uses its trunk to drink water,1,3101490.676790534,1.0
708,my brother always takes mud in the morning,my brother always has breakfast in the morning,0,813392.2420603881,0.0
709,My roommate waters his cell phone every morning.,My roommate waters his flowers every morning.,0,20100468.115960397,1.0
710,My dog is laying on the ceiling.,My dog is laying on the floor.,0,9894131.806849608,1.0
711,A dog can cut down a tree.,A dog can pee on a tree.,0,46641930.13286951,1.0
712,we go to the disco to dance every weekend,we go to the disco to pray every weekend,1,5490819.458009935,1.0
713,I picked up a basket full of apples from the tree in the yard.,I picked up a basket full of peppers from the tree in the yard.,1,2772493.1574943666,0.0
714,Joe asked Mary to have a date because he dislikes her,Joe asked Mary to have a date because he likes her,0,10424366.168938464,1.0
715,people like to dress well,people like to dress nothing on the street,1,683068.2181545219,0.0
716,he bought the bike from the bookstore,He bought the book from the bookstore,0,7081099.016955975,1.0
717,The kids went to the farm,The farm went to the farm,1,31621690.982627355,1.0
718,You don't need to read,Reading is important,0,184195.2546116625,0.0
719,My dad grew tomatoes in his garden.,My dad grew volleyballs in his garden.,1,10165808.686548423,1.0
720,i stand up in the theater,i sit down in the theater,0,1321954.2053005393,0.0
721,John Legend is a very good singer.,Every good singer is a member of the family of John Legend,1,9845637.902282853,1.0
722,My sister eats an entire watermelon,My sister eats a pair of scissors,1,19516258.060480196,1.0
723,the chicken laid an egg,the horse laid an egg,1,149593612.04563853,1.0
724,The angered chocolate bar is noisy,The angered kitten is noisy,0,1777339.001987653,0.0
725,Chronic pain can affect a person's mood.,Chronic pain is usually caused by a person's mood.,1,1427460.7144168105,1.0
726,Pianos have fires inside of them,Pianos have strings inside of them,0,8711886.017934177,1.0
727,He took his dog to the park.,He took his house to the park 2 blocks away,1,11927159.751479475,1.0
728,Many cancer patients lose their hand because of chemotherapy,Many cancer patients lose their hair because of chemotherapy,0,1442576.1011601535,1.0
729,you are supposed to buy tickets before you get on the train,you are supposed to buy tickets after you get off the train,1,17052116.63579494,1.0
730,The sky is green.,The sky is above us,0,6305169.299984187,0.0
731,honesty should be encouraged,honesty should be banned,1,3050135.2364697405,1.0
732,she likes to sing loudly at the mall,she likes to sing loudly at work,1,4535967.59639762,1.0
733,The whale swam in the sky,The whale swam in the ocean,0,6719977.4699133495,1.0
734,The man was tired of shoveling snow every winter.,The man was tired of shoveling marbles every winter.,1,3670068.0015851483,1.0
735,The teacher was teaching English in the classroom,the teacher was harvesting wheat in the classroom,1,11615410.275450435,1.0
736,You are likely to find a dog in a kennel,You are likely to find a cow in a kennel,1,8733206.24136096,0.0
737,The cat used the litter box,The lion used the litter box,1,85059659.87184648,1.0
738,She sat in the chair,She read the chair a book,1,6001815.444695876,0.0
739,shields can protect ancient warriors from harm,shields can't protect ancient warriors from harm,1,5224801.59801717,1.0
740,Cigarette is good for healthy,Cereal is good for healthy,0,810629.9808209662,1.0
741,Dogs have four legs.,Human have four legs.,1,6811534.603623607,1.0
742,Birds were heard barking at night,Birds were heard singing at night,0,118919.83745624585,0.0
743,He melted the TV onto the bread.,He melted the cheese onto the bread.,0,1888805.3859558832,0.0
744,The turtle swam in the ocean,the turtle swam on the land,1,2611325.984923505,1.0
745,The fish ran through the forest,The fox ran through the forest,0,21688981.203104593,1.0
746,Starfish are marine animals.,Starfish are found in outer space,1,212642.0374582748,0.0
747,Canvas is used for serving food,Canvas is used for painting,0,2744609.972014856,1.0
748,he made dinner on the television,he made dinner on the stove,0,500223.54313924693,0.0
749,India backs Mars government,India backs Sri Lankan government,0,11180107.9663183,1.0
750,Hot Dogs are the most popular food item in America.,Hot Dogs are the most popular food items at baseball games.,0,2356955.0865803445,1.0
751,HE WAS GOING TO RESTAURANT AFTER ACCIDENT,HE WAS GOING TO HOSPITAL AFTER ACCIDENT,0,1528845.7745898322,0.0
752,the bread is much sweeter than candy,Candy is much sweeter than bread,0,9039881.292776853,0.0
753,many girls like the color pink,Girls only like the color pink.,1,489849.9135748081,0.0
754,He inserts his thumb into the car Ignition switch.,He inserts the keys into the car Ignition switch.,0,1070082.623642054,0.0
755,hair gel is to be applied onto the scalp,hair gel is to be applied onto the back,1,5841530.9168384615,0.0
756,My glasses help me see,My glasses help me smell,1,83685686.09761994,1.0
757,People use cars for transportation.,People use cars to fly.,1,7336955.161477764,1.0
758,Babies cry in their sleep a lot.,Babies cry and sleep a lot.,0,10981759.37602711,1.0
759,He drove his boat on the highway,He drove his car on the highway.,0,7736409.801074633,0.0
760,there are 8 days in a week,there are 7 days in a week,0,518428.2609062768,0.0
761,Mike ate four sandwiches after running.,Mike ran four sandwiches.,1,8286218.372592012,0.0
762,The cow ate the chickens in the pasture.,The cow ate the grass in the pasture.,0,19106609.711713467,0.0
763,"When you go out for a jog, you are participating in the activity of jogging.","When you go out to a baseball game, you are participating in the activity of baseball.",1,4390867.042745639,0.0
764,i use my dog to play cricket,i use the bat to play cricket,0,6932003.212933619,1.0
765,Bats can fly perfectly.,Bats can ride bicycles.,1,2509999.504527378,1.0
766,Water can be hot or cold.,Water can only be cold.,1,1314242.3086534601,1.0
767,There are lots of fish in the sea.,There are lots of fish in the sky.,1,942015.8308671942,1.0
768,the ice cream stays cold in the freeze,the ice cream stays cold in the microwave,1,26977498.486933593,1.0
769,Most people sit quietly on the bus,every people sit quietly on a bus,1,1491871.3650873592,1.0
770,he gave his dresses to wash in the laundry room,he gave his dresses to wash in the study room,1,11308098.85026692,0.0
771,Fruits and vegetables provide toxins,Fruits and vegetables provide nutrients,0,704291.5623724312,0.0
772,mailmen deliver mail,mailmen deliver babies,1,9827926.415753657,1.0
773,Tutors can help you learn,Fish can help you learn,1,423894.99843717134,1.0
774,They write their exam by a water bottle.,They write their exam by pen,0,1306586.615444935,1.0
775,When people are hungry they drink water and do not eat food.,People eat food when they are hungry.,0,1766884.584035997,1.0
776,he kept the ice cream in the oven,he kept the ice cream in the fridge,0,2705547.5128335487,0.0
777,people usually walk forward,people usually walk backward,1,1344994.295291125,1.0
778,Insects eat men,Insects eat insects,0,1824632.5653505754,0.0
779,An ant is a type of insect.,All insects are ants.,1,6057206.633650978,0.0
780,bananas grow on trees,bananas grow on the ground,1,968889.6295293949,0.0
781,athletes are slow,athletes are fast,0,428482.09321544843,1.0
782,He smokes Cigarettes in his house.,He smokes Cigarettes in a gas station.,1,648492.2169625807,0.0
783,Canada is a country in Antarctica,Canada is a country in North America,0,744931.5337732844,0.0
784,Sara bought a new pet.,The dog bought a new pet.,1,741061.2971427476,0.0
785,dogs are very social animals who prefer life in a pack to a solitary existence,dogs are very social animals who prefer a solitary existence to live in a pack,1,8845281.462550413,0.0
786,donkeys walk on two legs,donkeys walk on four legs,0,5297507.9929656945,1.0
787,To get to the top of the building you may use an elevator,To get to the top of the building you must use an elevator,1,5941409.377104733,0.0
788,orange juice tastes like orange,Water tastes like orange juice,1,4484866.691451112,0.0
789,the briefcase is stored in some documents,a briefcase can be used for storing documents,0,6811320.239471755,1.0
790,Children love to play the game.,Children do not like playtime,1,2355662.9745554407,1.0
791,Arguments are to be avoided.,Arguments are something to be striven for.,1,3943375.670880388,0.0
792,A sharp object can tear your trousers if you come in contact with it.,A ball can tear your trousers if you come in contact with it.,1,27784315.353098493,1.0
793,The public library has lots of books,The public library has lots of fish and birds,1,1455043.0354316884,1.0
794,Popsicles are frozen treats,Popsicles are made of cotton,1,1358915.0081488446,0.0
795,you should pull on the brake to stop your bike,you should pull on the brake to accelerate your bike,1,26225755.03372661,1.0
796,The snake plays basketball.,Derek plays basketball for a team.,0,10468819.433883756,0.0
797,Something you find under a desk is the floor.,Something you find under a desk is the ceiling fan.,1,48278241.53820058,1.0
798,Dogs eat cats,Dogs and cats can live together,0,10793474.383919738,0.0
799,He washed the sky,He washed the dishes,0,853781.5542752028,0.0
800,He planted a plant in the jar.,He planted a chair in the jar.,1,2340369.002062728,1.0
801,studying at university is a form of education,walking to university is a form of education,1,7387331.263396004,0.0
802,the doctor sent the prescription pills by e-mail,the doctor sent the prescription by e-mail,0,5565735.938911322,1.0
803,ham is made from a pig,ham is made from a cat,1,834984.195042904,0.0
804,One morning I shot an elephant in my pajamas,One morning I shot a fly in my pajamas,0,11254949.982146807,0.0
805,She inserts her finger in the lock,She inserts the key in the lock.,0,1845494.7232570858,0.0
806,The dog pounced on the rabbit,The cat pounced on the rabbit,1,85206124.8872305,1.0
807,I rescued my dog from the shelter.,I rescued my goldfish from the shelter.,1,34812202.00534325,0.0
808,He ate an entire zebra for lunch.,The zebra ate its lunch.,0,5506535.5580093125,0.0
809,She put sunglasses on her face.,She put a ram in her face.,1,31233442.99194392,1.0
810,The frog ate a tiger,The tiger ate a frog,0,255043105.62238064,1.0
811,The cat likes to watch alligators.,The cat likes to watch birds.,0,13884680.831554547,0.0
812,John can kick the ball with his hands,John can kick the ball with his foot,0,15882138.051119396,1.0
813,playing in rain increases the chances to get caught by police,playing in rain increases the chances to get the fever,0,6771552.6873457935,0.0
814,The woman's purse was floating above her.,The woman's hung purse off her shoulder.,0,1406017.6920293919,0.0
815,The best car is the spaceships.,a famous car brand is Ford.,0,1057430.2134755906,0.0
816,Eat an apple a day and keep the doctor away,Eating an apple a day will invite the diseases,1,7265737.075229773,0.0
817,Dirty dishes go into the dishwasher,The dishwasher makes dishes dirty,1,3192438.0798364645,1.0
818,He punched a hamburger for lunch,He ate a hamburger for lunch,0,2221841.1986414096,0.0
819,It's important to do your homework to get good grades,It's important to skip school to get good grades,1,1648531.3444330231,1.0
820,Every country has a president,"To be the president of the country, you have to win the vote",1,18043357.919989496,1.0
821,I want ice cream so I buy it,I want ice cream so I buy an elephant,1,8813755.200731542,1.0
822,my android mobile installs games from play store,my android mobile installs games from the app store,1,1125912.0381511892,0.0
823,a person with no legs accidentally kicked me in the subway,a person with no legs accidentally hit me in the subway,0,6229780.669276518,0.0
824,A Carpet-layer can lay carpet on floors,A dog lays carpet on the floor,1,9600445.85776661,0.0
825,Jim went to watch a movie at the gym,Jim went to watch a movie at the theater,0,1777947.612084577,1.0
826,he learned with his refrigerator before the exam,he learned with his textbooks before the exam,0,3056392.734264767,0.0
827,The world has the same time zones,There are different time zones around the world.,0,870352.744582255,0.0
828,Some people like to put a scarf around their necks.,Some people like to put a scarf around their ears.,1,4491852.357025092,0.0
829,"IF you need water, get it from the sink.","If you need water, get it from the oven.",1,15164644.154142532,1.0
830,She checked the bucket for the time,She turned around to check the time,0,2562120.3847073186,0.0
831,Skyscrapers are very tall buildings.,Skyscrapers can cause rips in the sky.,1,817877.3135079392,1.0
832,Chairs are large and heavy machines.,Cars are large and heavy machines.,0,4512108.693508278,0.0
833,HE EATS THE PIANO.,HE PLAYS WITH PIANO.,0,1366055.0132606032,0.0
834,After sunset sky turns dark,After sunset sky turns blue,1,7568057.75745972,1.0
835,The carpenter Chopped the Woods,The Carpenter Chopped the Train,1,1877799.1798793871,0.0
836,Sally taught her students English,Sally taught her students burglary,1,3153530.342319498,0.0
837,She takes the clothes from the washing machine.,He takes the house from the washing machine.,1,5945530.110681245,1.0
838,A couple sat on a rock to watch the sunset.,A couple sat on the water to watch the sunset.,1,522878.1679264873,1.0
839,The watermelon ate the kids,The kids ate watermelon,0,13121027.300973043,0.0
840,I use cotton to make big mussels body,I use dumbbells to make big mussels body,0,6113960.258757144,0.0
841,plastic bags can be recycled,plastic bags are non-recyclable,1,6274409.511671463,1.0
842,He parks his car in the closet.,He parks his car in the garage.,0,2029910.6796012726,0.0
843,A liquid becomes a solid when it reaches boiling point,A liquid becomes a gas when it reaches boiling point,0,20969181.63976219,1.0
844,My brother is sick when he travels.,My brother travels when he's sick.,1,2214055.154659912,1.0
845,a printer makes vehicle oil,a printer makes prints,0,5155993.367889279,0.0
846,he put a woman in his car,he put a whale in the car,1,2028227.1679984536,0.0
847,The chicken fights the dog.,The fish fights the dog.,1,66718264.47351679,1.0
848,he was television at his brother,he was angry at his brother,0,13491701.79988858,1.0
849,The two lions went to the movies,My girlfriend and I went to the movies,0,1029494.788201332,0.0
850,Halloween night is the most ordinary night of the year,Halloween night is the spookiest night of the year,0,8002225.858634017,1.0
851,Eagles are a type of fish,Eagles are a kind of bird,0,3477419.162787971,0.0
852,Water drinks people,I drink water,0,33487827.788698826,1.0
853,I play catch with a baseball,I play catch with a boat,1,8057162.076729545,1.0
854,things come in dreams may not happen in real life,everything comes in dreams happens in real life,1,3551541.945194809,0.0
855,I take the submarine to work every day.,I take the train to work every day.,0,18370862.317476604,0.0
856,My TV is floating in mid-air,My TV is on a black desk,0,1070696.1261413472,0.0
857,The outcome of getting in line is waiting.,The outcome of cutting in line is waiting.,1,128713985.29578081,1.0
858,people should study less to get a higher grade in exams,People should study more to get a higher grade in exams,0,10210133.036675885,0.0
859,The supermarket only sells cars,I shop at the supermarket,0,1309108.5757213717,1.0
860,blueberries are red,blueberries are blue,0,2234407.8542956905,1.0
861,He went to the theater for a medical checkup,He went to the theater to watch a movie,0,1889562.0856690495,0.0
862,the stove helps to cool down the house,the air-conditioning helps to cool down the house,0,640719.4874323357,0.0
863,Heating food makes the food balance better on a fork.,Heating food makes the flavors more enhanced.,0,3659680.581786041,0.0
864,plants convert sugar to a light,plants convert light to sugar,0,2018898.4352610833,1.0
865,She put the contact lens into her mouth,She put the contact lens into her eye,0,2616506.072709443,0.0
866,he was dancing on the lake,he was dancing on the floor,0,2423073.2205901765,1.0
867,If you sleep for 8 hours you will feel rested,If you run a marathon for 26 miles you will feel rested,1,144282660.1256466,1.0
868,I walked to McDonald to eat lunch.,I walked to the sand factory to eat lunch.,1,6772876.677219151,1.0
869,moisturizer is good to keep in your pocket or purse for when you have cracked and dry skin,lipstick is good to keep in your pocket or purse for when you have cracked and dry skin,1,16958509.28776314,1.0
870,my friend runs marathons after dinner every day,my friend jogs around the block after dinner every day,0,5987254.675337283,1.0
871,a one-month-old baby put the laundry in the dryer,mother put the laundry in the dryer,0,7233636.16886735,1.0
872,Owls are used to brighten a room.,Lamps are used to brighten a room.,0,971449.7281236572,0.0
873,He put plum on the plate.,He put a helicopter on the plate.,1,2932693.401708058,0.0
874,I went to bed because I was tired.,I went to the bathroom because I was tired.,1,399200.7323244902,0.0
875,Journals can help people in forgetting important events.,Journals can help people in remembering important events.,0,1440335.374327392,0.0
876,All enzymes are proteins.,All proteins are enzymes.,1,3703473.083600753,1.0
877,The fire will cool you if you touch it.,The fire will burn you if you touch it.,0,4994553.829132061,0.0
878,My neighbor went to the doctor because she has a sore throat.,My neighbor has a sore throat so she took her car to the garage.,1,1981666.6207043019,1.0
879,the baby spilled milk on the floor,the bird spilled milk on the floor,1,1717808.2336132808,0.0
880,Sunlight grows in plants.,Plants grow in sunlight.,0,7321047.110905471,1.0
881,The boy ate some ice cream.,The boy ate a bush.,1,23860155.44525466,1.0
882,"The taxpayer is being taxed to death,  while the rich become richer",The rich pay the same taxes as the poor.,1,8518121.995249834,0.0
883,The man ate the salad when he was hungry.,The man ate the bowl when he was hungry.,1,9533168.573453728,1.0
884,some people ride tigers to work,some people ride bikes to work,0,2710009.7935397504,0.0
885,Joe got a parking ticket because he drives too fast.,Joe got a speeding ticket because he drives too fast.,0,1741549.8408163053,0.0
886,Sarah's favorite food is lobster.,Sarah put a shark in the lobster.,1,14042562.506130826,1.0
887,he put both his legs into his trousers,he put all three of his legs into the trousers,1,6297729.502151386,1.0
888,he sent me a text message from his ashtray,he sent me a text message from his smartphone,0,2236550.4327709437,1.0
889,John plays football on a field.,John plays football in outer space.,1,566895.6498647574,0.0
890,I like the film so I keep watching it,I hate the film so I keep watching it,1,10745100.914049475,0.0
891,Exercising is healthy,Exercising is not healthy,1,647176.254697724,0.0
892,She read the interesting book for fun,She read the interesting book for dinner.,1,2480451.950696011,0.0
893,He put the child in the chair.,He put a truck in the chair.,1,825074.5515872779,0.0
894,Kids like to sleep with grizzly bears.,Kids like to sleep with teddy bears.,0,13235796.757853033,1.0
895,today my hand is very clear to see the world,today my eye is very clear to see the world,0,14883081.05704832,1.0
896,I brushed my hair with a wrecking ball.,I brushed my hair with a hairbrush.,0,2794182.1307380456,1.0
897,Christmas eve is the most ordinary night of the year,Christmas eve is the spookiest night of the year,0,10043196.578422653,1.0
898,the boat sailed on the open sea,the boat flew in the air,1,1834411.968933049,0.0
899,a flower petal is part of a motor vehicle,a clutch pedal is part of a motor vehicle,0,458540.0152739082,0.0
900,the mouse ate the cat,the cat ate the mouse,0,239915502.88988248,1.0
901,My brother adopted a cat from a shelter,My brother adopter a tiger from a shelter,1,10264650.267557753,1.0
902,Streaming movies is the newest trend,Renting movies is the newest trend,1,4324219.59197915,0.0
903,She brought a microwave to bed.,She brought a book to bed.,0,3146077.7016593623,0.0
904,he cut the grass with a shovel,he cut the grass with the lawnmower,0,17666613.87832034,1.0
905,A rock can fly in the sky.,A bird can fly in the sky.,0,7949324.292811168,0.0
906,I would like to fry a PS4,I would like to buy a PS4,0,3430317.615072078,0.0
907,"When people cry, tears come out of their eyes","When people cry, tears come out of their ears",1,5287791.627129641,0.0
908,A dog can live in an aquarium.,A shark can live in an aquarium.,0,3676994.1268851613,0.0
909,Birds live in a house,Birds live in nests,0,555752.7845015649,0.0
910,At day people can see many stars.,At night people can see many stars.,0,923064.6545757772,0.0
911,Some people will not die,All people will die,0,1063580.377725491,0.0
912,If you want to buy presents for others then you should figure out what you want,If you want to buy presents for others then you should figure out what they want,0,17879158.641392563,0.0
913,she used motor oil to wash her hair,she used shampoo to wash her hair,0,241253.9114270138,0.0
914,The rug is bleeding,he is bleeding,0,4685916.76742339,0.0
915,Mike went to the grocery store three blocks away by plane,Mike went to the grocery store three blocks away by bike,0,1132984.422842058,1.0
916,"When you are outside,  you will be sweating.",You may sweat when it is hot outside.,0,14259076.443531066,0.0
917,Snowmen are cold.,Snowmen are liquid.,1,6219902.382795055,1.0
918,I hate racists.,Everyone hates racists.,1,4124444.500597065,0.0
919,Pollutants cause pollution,Trees cause a lot of pollution,1,1549647.636426291,0.0
920,The baseball team scored 4 home runs.,The pitcher threw a ball at 200 MPH.,1,10381507.450588908,1.0
921,My brother is awarded a silver medal when he wins the race.,My brother is awarded a gold medal when he wins the race.,0,2293404.3029612666,1.0
922,the fan was blowing air,the fan was blowing guns,1,108904864.90106809,0.0
923,If you want to have a party then you should invite things,If you want to have a party then you should invite guests,0,47323239.51357934,1.0
924,I swam to the lowest point of the ocean in one breath,I swam to the lowest point of the pool in one breath,0,30881399.310630932,1.0
925,Something you need to do before you grow vegetables is fertilizing the ground,Something you need to do before you grow vegetables is filling the ground with cement,1,6101541.778184106,1.0
926,Orange juice is green.,Orange juice is orange.,0,4388505.9519665055,1.0
927,Boats float on the road,Boats float on the river,0,356853.6061051561,0.0
928,"every time I go to the shops, I buy a dog","every time I go to the shops, I buy something",0,17882807.905162856,1.0
929,the baseball pitcher hit a home run during the pitch,the baseball pitcher hit a bird during the pitch,0,2210514.911993934,1.0
930,He bought groceries at the store.,He bought groceries at the zoo.,1,1485042.148231124,0.0
931,A group of people seated at bed for a meal,A group of people seated at the table for a meal,0,3763107.562398389,1.0
932,Sleeping with makeup on nourishes your skin and makes it healthier.,Sleeping with makeup off is very good for your skin's health.,0,5337855.352070471,1.0
933,My dog barked when I came home.,My dog purred when I came home.,1,3182185.3245747793,0.0
934,Sally taught mathematics for ninety years since she was 30,Sally taught mathematics for nine years since she was 30,0,4039628.321816669,1.0
935,she put a pie in the fridge,she put a rhino in the fridge,1,2097041.0868144066,1.0
936,He jumped through the happiness,He jumped through the window,0,3645110.393203384,0.0
937,Math is very useful these days,Math is not useful these days,1,869441.0161200439,1.0
938,Apples are usually green,People are usually green,1,222311.60192837619,0.0
939,Orange juice is made of oranges,Orange juice is made of apples,1,603498.1400702656,0.0
940,A car engine is usually cooler before driving the car.,A car engine is usually cooler after driving the car.,1,1638682.9854011976,1.0
941,The train left the station on time,The train waited for a passenger for an hour,1,7479680.348869671,1.0
942,my mother switch on the television to watch movie,my mother switch on the radio to watch movie,1,377301.29252359195,0.0
943,"Toothbrush is a small brush with a long handle, used for cleaning the teeth","Toothbrush is a small brush with a long handle, used for cleaning the car",1,2213651.8972686594,0.0
944,Books are educational.,Empty books are educational.,1,8467186.115305616,1.0
945,Each day someone gets younger.,Each day someone gets older.,0,6922093.992112354,0.0
946,A runner tries to go a long distance by controlling breath and pace.,Runny eggs can last best by leaving them out in the sun.,1,729620.2166442429,0.0
947,beepers are becoming even more popular,smartphones are becoming even more popular,0,725018.7178006914,0.0
948,He took his goldfish for a walk,He took his dog for a walk,0,2139176.6052857745,0.0
949,"When you close a door,  it can be walked through.","When you open a door,  it usually has hinges to keep it from falling off.",0,31449003.916958235,1.0
950,She purchased four supermarket tickets.,She purchased four thether tickets.,0,1075579.8978037804,0.0
951,If you want to go for a jog then you should start singing,If you want to go for a jog then you should start jogging.,0,9544212.09225503,0.0
952,he drove to the moon before it closed at 9pm,he drove to the store before it closed at 9pm,0,5487144.69788306,1.0
953,"a rock is a bouncy, round object made of rubber","a ball is a bouncy, round object made of rubber",0,7477932.9241550015,0.0
954,She went to the bathroom to urinate in the toilet.,She continued watching TV as she urinated in her pants.,1,3507782.5785133773,0.0
955,He left his car at a service center for oil change,He left his dog at a service center for an oil change,1,5960489.610734981,1.0
956,my brother always play football in a swimming tank,my brother is a big fan of football,0,902496.5882989072,0.0
957,Plants don't need the sunlight to grow.,Plants need sunlight to grow.,0,13588496.070763452,1.0
958,"any dog breed can be taught a trick, playing dead is a trick",any dead dog can learn how to do a trick with his breed,1,5928747.66672988,0.0
959,Please turn off the lights? It is shinny,Please turn on the lights? It is shinny,1,21990817.9673711,1.0
960,She drove eloquently into the sky.,She danced eloquently into the night.,0,7666393.933533139,1.0
961,elephants eat grass and leaves,elephants eat rabbits and rats,1,18885271.65193087,1.0
962,Jane loves to eat fresh vegetables.,Jane put a shark on her vegetable.,1,8960452.615769617,1.0
963,Malls are found in the sky.,Shawn went to the mall yesterday.,0,932460.9757534103,0.0
964,Blue is a color,Turkey is a color,1,298201.3066549,0.0
965,She's a yogurt now and doesn't do anything fun,She's a yogi now and doesn't do anything fun,0,3507712.32829163,0.0
966,Paper comes from tears cried by the planet,Paper comes from trees,0,7436343.91920423,1.0
967,He ate an interesting book.,He read an interesting book.,0,1182838.955501079,1.0
968,You are likely to find zebras in an office building,You are likely to find office space in an office building,0,4544020.791384399,1.0
969,Pitchers throw the ball from the pitcher's mound to the plate.,Outfielders catch the ball from pitchers.,1,3090607.3217834565,0.0
970,He fed the dog kibble.,He fed the dog eucalyptus leaves.,1,3790022.3022798477,1.0
971,plastic can be transparent,Plastic is not reusable,1,4785835.742756878,0.0
972,a boy rides a bike,a donkey rides a bike,1,8602862.81091823,0.0
973,the sun rises in the west,the sun rises in the east,0,4680142.120374722,0.0
974,kids often start speaking when they twelve months old,kids do not learn how to speak until they learn to walk,1,14228702.560419442,1.0
